"tile_id","SRR13404367","SRR13404368","SRR13404369","SRR13404370","SRR13404371","SRR13404372","SRR13404373","SRR13404374","SRR13404375","SRR13404376","SRR13404377","SRR13404378","SRR13404379","SRR13404380","SRR13404381","SRR13404382","SRR13404383","SRR13404384","SRR13404385","SRR13404386","SRR13404387","SRR13404388"
"chr21_31320001_31330000",0.727272727272727,0.727272727272727,0.567567567567568,0.925,0.75,0.972972972972973,0.75,1,0.9,0.909090909090909,0.866666666666667,0.962264150943396,0.979166666666667,0.925925925925926,0.96,0.891304347826087,1,0.733333333333333,0.967741935483871,0.907407407407407,0.933333333333333,0.886792452830189
"chr21_31325001_31335000",0.734375,0.727272727272727,0.615384615384615,0.772727272727273,0.777777777777778,0.947368421052632,0.75,0.96969696969697,0.948717948717949,0.884615384615385,0.807692307692308,0.866666666666667,0.852941176470588,0.885714285714286,0.94,0.888888888888889,0.931034482758621,0.80952380952381,0.946428571428571,0.871794871794872,0.946428571428571,0.887096774193548
"chr21_31330001_31340000",0.916666666666667,0.863636363636364,0.91304347826087,0.930232558139535,1,0.96875,0.875,0.903225806451613,0.975609756097561,0.75,0.851063829787234,0.886363636363636,0.756756756756757,0.952380952380952,0.823529411764706,0.836363636363636,0.866666666666667,0.925925925925926,0.928571428571429,0.862068965517241,0.974358974358974,0.901960784313726
"chr21_31335001_31345000",0.958333333333333,0.641509433962264,0.894736842105263,0.574074074074074,1,0.411764705882353,0.833333333333333,0.636363636363636,0.943396226415094,0.365853658536585,0.741935483870968,0.642857142857143,0.722222222222222,0.6,0.619047619047619,0.682539682539683,0.612903225806452,0.609756097560976,0.909090909090909,0.710526315789474,0.954545454545455,0.863636363636364
"chr21_31340001_31350000",0.904761904761905,0.63265306122449,0.735849056603774,0.488888888888889,0.727272727272727,0.5,0.742857142857143,0.568181818181818,0.82051282051282,0.394736842105263,0.611111111111111,0.424242424242424,0.822222222222222,0.595744680851064,0.694444444444444,0.688888888888889,0.606060606060606,0.439024390243902,0.84375,0.733333333333333,0.823529411764706,0.958333333333333
"chr21_31345001_31355000",0.888888888888889,0.846153846153846,0.770491803278688,0.823529411764706,0.789473684210526,0.808510638297872,0.780487804878049,0.693877551020408,0.71875,0.814814814814815,0.916666666666667,0.8,0.755102040816326,0.757575757575758,0.852941176470588,0.9,0.826086956521739,0.612903225806452,0.888888888888889,0.775,0.909090909090909,0.888888888888889
"chr21_31350001_31360000",0.961538461538462,0.703703703703704,0.862068965517241,0.84375,0.941176470588235,0.863636363636364,0.75,0.833333333333333,0.793103448275862,0.9,0.888888888888889,0.827586206896552,0.541666666666667,0.692307692307692,0.916666666666667,1,0.91304347826087,0.827586206896552,0.894736842105263,0.714285714285714,1,0.775
"chr21_31355001_31365000",1,0.642857142857143,0.81578947368421,0.96,0.806451612903226,0.714285714285714,0.71875,0.88235294117647,0.896551724137931,0.970588235294118,0.891891891891892,0.888888888888889,1,0.866666666666667,1,0.931034482758621,0.909090909090909,0.941176470588235,0.704545454545455,0.736842105263158,0.8,0.631578947368421
"chr21_31360001_31370000",1,0.96969696969697,0.805555555555556,0.909090909090909,0.821428571428571,0.611111111111111,0.826086956521739,0.903225806451613,0.7,0.93939393939394,1,0.926829268292683,0.964285714285714,0.954545454545455,0.91304347826087,0.938775510204082,0.975,0.916666666666667,0.765957446808511,0.730769230769231,0.844444444444444,0.804347826086957
"chr21_31365001_31375000",1,0.936170212765957,0.866666666666667,0.847826086956522,0.96969696969697,0.806451612903226,0.93939393939394,0.9375,0.75,0.923076923076923,0.82051282051282,0.932203389830508,0.853658536585366,0.962962962962963,0.894736842105263,0.865384615384615,0.88235294117647,0.842105263157895,0.902439024390244,0.75,0.829787234042553,0.944444444444444
"chr21_31370001_31380000",1,0.925925925925926,0.967741935483871,0.805555555555556,0.958333333333333,0.852941176470588,0.9,0.893617021276596,0.96551724137931,0.921052631578947,0.883116883116883,0.96875,0.88235294117647,0.678571428571429,0.9,0.81578947368421,0.857142857142857,0.869565217391304,0.714285714285714,0.810810810810811,0.774193548387097,0.85
"chr21_31375001_31385000",0.875,0.911764705882353,0.806451612903226,0.914285714285714,0.923076923076923,0.947368421052632,0.695652173913043,0.819672131147541,0.903225806451613,0.88,0.803571428571429,1,1,0.714285714285714,0.888888888888889,0.871794871794872,1,0.933333333333333,0.707317073170732,0.916666666666667,0.863636363636364,0.866666666666667
"chr21_31380001_31390000",0.872340425531915,0.926829268292683,0.793103448275862,0.952380952380952,0.924528301886792,0.928571428571429,0.727272727272727,0.82258064516129,0.90625,0.925925925925926,0.714285714285714,1,0.851851851851852,0.826086956521739,0.92,0.9,0.9375,0.82,0.875,0.944444444444444,0.892857142857143,0.9
"chr21_31385001_31395000",0.945945945945946,0.978260869565217,0.88,0.96969696969697,0.931818181818182,0.90625,0.918918918918919,0.853658536585366,0.941176470588235,0.935483870967742,0.973684210526316,0.833333333333333,0.795918367346939,0.72,0.954545454545455,0.851851851851852,0.8,0.8,0.923076923076923,0.954545454545455,0.931034482758621,0.931034482758621
"chr21_31390001_31400000",0.952380952380952,0.883720930232558,0.827586206896552,1,0.814814814814815,0.756756756756757,0.826086956521739,0.891304347826087,0.8125,0.818181818181818,0.897959183673469,0.710526315789474,0.833333333333333,0.695652173913043,0.88,0.675675675675676,0.857142857142857,0.833333333333333,0.862068965517241,0.904761904761905,0.821428571428571,0.935483870967742
"chr21_31395001_31405000",0.90625,0.857142857142857,0.857142857142857,0.975,0.829268292682927,0.736842105263158,0.854166666666667,0.9,0.898305084745763,0.853658536585366,0.755555555555556,0.902439024390244,0.833333333333333,0.8,0.92,0.787234042553192,0.761904761904762,0.935483870967742,0.883720930232558,0.878787878787879,0.741935483870968,0.944444444444444
"chr21_31400001_31410000",0.956521739130435,0.944444444444444,0.864406779661017,0.941176470588235,0.916666666666667,0.838709677419355,0.93939393939394,0.854166666666667,0.961538461538462,1,0.666666666666667,0.906976744186046,0.90625,0.870967741935484,0.974358974358974,0.933333333333333,0.76,0.934782608695652,0.849056603773585,0.892857142857143,0.891891891891892,1
"chr21_31405001_31415000",0.810810810810811,0.9125,0.927272727272727,0.971428571428571,0.944444444444444,0.931818181818182,0.806451612903226,0.911764705882353,0.848484848484849,0.903225806451613,0.733333333333333,0.853658536585366,0.88235294117647,0.894736842105263,0.972972972972973,1,0.9,0.88235294117647,0.767857142857143,0.875,0.974358974358974,0.914893617021277
"chr21_31410001_31420000",0.85,0.918367346938776,0.925925925925926,0.971428571428571,0.963636363636364,0.975609756097561,0.766666666666667,1,0.931818181818182,0.846153846153846,0.870967741935484,0.783333333333333,0.897435897435897,0.926829268292683,0.94047619047619,0.954545454545455,0.91304347826087,0.911764705882353,0.844444444444444,0.883720930232558,1,0.903846153846154
"chr21_31415001_31425000",0.96078431372549,0.862068965517241,0.88235294117647,0.961538461538462,0.935483870967742,0.978723404255319,0.9,1,1,0.875,0.971428571428571,0.797297297297297,0.955555555555556,0.926829268292683,0.830188679245283,0.9,0.978723404255319,0.911764705882353,0.918918918918919,0.928571428571429,1,0.926829268292683
"chr21_31420001_31430000",0.954545454545455,0.904761904761905,0.909090909090909,1,0.904761904761905,0.918367346938776,0.904761904761905,0.893617021276596,0.909090909090909,0.911764705882353,0.891891891891892,0.911392405063291,0.925925925925926,0.840909090909091,0.8,0.952380952380952,0.978260869565217,0.931034482758621,0.862068965517241,0.936170212765957,1,0.906976744186046
"chr21_31425001_31435000",0.946428571428571,1,0.941176470588235,0.984848484848485,0.933333333333333,0.826086956521739,0.862068965517241,0.88235294117647,0.764705882352941,0.833333333333333,0.909090909090909,0.955882352941177,0.888888888888889,0.75,0.923076923076923,0.96969696969697,0.966666666666667,0.909090909090909,0.875,0.967741935483871,0.880952380952381,0.897959183673469
"chr21_31430001_31440000",0.904761904761905,0.911764705882353,0.935483870967742,0.848484848484849,0.96875,0.783783783783784,0.777777777777778,0.829268292682927,0.782608695652174,0.846153846153846,0.975609756097561,0.916666666666667,0.928571428571429,0.861111111111111,0.966666666666667,0.933333333333333,0.952380952380952,0.955555555555556,0.9,0.907407407407407,0.8,0.878787878787879
"chr21_31435001_31445000",0.673913043478261,0.777777777777778,0.95,0.807692307692308,0.875,0.777777777777778,0.733333333333333,0.625,0.888888888888889,0.888888888888889,0.9375,0.75,0.676470588235294,0.657894736842105,1,0.916666666666667,0.941176470588235,1,0.821428571428571,0.8,0.777777777777778,0.935483870967742
"chr21_31440001_31450000",0.531914893617021,0.551724137931034,0.774193548387097,0.702702702702703,0.611111111111111,0.8,0.758620689655172,0.727272727272727,0.941176470588235,0.76,0.7,0.454545454545455,0.69047619047619,0.641025641025641,0.888888888888889,0.7,0.692307692307692,0.903225806451613,0.689655172413793,0.454545454545455,0.764705882352941,0.609756097560976
"chr21_31445001_31455000",0.666666666666667,0.636363636363636,0.71875,0.8,0.818181818181818,0.90625,0.941176470588235,0.864864864864865,1,0.84,0.852941176470588,0.709677419354839,0.918918918918919,0.926829268292683,0.827586206896552,0.783783783783784,0.871794871794872,0.807692307692308,0.806451612903226,0.714285714285714,0.857142857142857,0.653846153846154
"chr21_31450001_31460000",0.857142857142857,0.807692307692308,0.769230769230769,0.926829268292683,1,0.923076923076923,0.96551724137931,0.880952380952381,0.933333333333333,0.907407407407407,0.91304347826087,0.92,0.955555555555556,0.921052631578947,0.84375,0.892857142857143,0.91304347826087,0.863636363636364,0.964285714285714,0.972222222222222,0.888888888888889,0.886792452830189
"chr21_31455001_31465000",0.88,0.92,0.8125,0.975609756097561,1,0.936170212765957,0.910714285714286,0.918367346938776,0.941176470588235,0.911764705882353,0.935483870967742,0.952380952380952,0.914285714285714,0.93939393939394,0.894736842105263,0.961538461538462,0.925925925925926,0.96,1,0.973684210526316,0.911764705882353,0.897435897435897
"chr21_31460001_31470000",0.886363636363636,0.944444444444444,0.793650793650794,0.961165048543689,0.982142857142857,0.953488372093023,0.920634920634921,0.945205479452055,0.938775510204082,0.977777777777778,0.888888888888889,0.885245901639344,0.909090909090909,0.978260869565217,0.936507936507937,0.962962962962963,1,0.966666666666667,1,0.972222222222222,0.948275862068966,0.847826086956522
"chr21_31465001_31475000",0.894736842105263,0.964285714285714,0.782608695652174,0.934065934065934,0.9375,0.837209302325581,0.963636363636364,0.941176470588235,0.938775510204082,0.943396226415094,0.879310344827586,0.864406779661017,1,0.96969696969697,0.964285714285714,0.891891891891892,0.96551724137931,0.976190476190476,1,0.964285714285714,0.92156862745098,0.78125
"chr21_31470001_31480000",0.88235294117647,0.886363636363636,0.84375,0.857142857142857,0.878787878787879,0.8,0.967741935483871,1,0.954545454545455,0.928571428571429,0.977777777777778,0.955555555555556,1,0.982456140350877,1,0.875,0.902439024390244,0.946428571428571,1,0.827586206896552,0.8,0.833333333333333
"chr21_31475001_31485000",0.853658536585366,0.854166666666667,0.9,0.916666666666667,0.878787878787879,0.822222222222222,0.91304347826087,1,0.9,0.904761904761905,1,0.911764705882353,0.95,1,1,0.952380952380952,0.914893617021277,0.923076923076923,0.875,0.818181818181818,0.785714285714286,0.870967741935484
"chr21_31480001_31490000",0.8125,0.883720930232558,0.941176470588235,0.967741935483871,0.956521739130435,0.91304347826087,0.909090909090909,0.92,0.769230769230769,0.875,0.961538461538462,0.886363636363636,0.921052631578947,0.909090909090909,0.96875,0.826086956521739,0.925925925925926,1,0.80952380952381,0.866666666666667,0.894736842105263,0.95
"chr21_31485001_31495000",0.833333333333333,0.888888888888889,0.81578947368421,0.962962962962963,0.870967741935484,0.857142857142857,0.947368421052632,0.84375,0.851063829787234,0.813953488372093,0.906976744186046,0.818181818181818,0.816326530612245,0.952380952380952,0.894736842105263,0.827586206896552,0.868421052631579,0.95,1,0.88,0.928571428571429,1
"chr21_31490001_31500000",0.9,0.945945945945946,0.782608695652174,0.884615384615385,0.906976744186046,0.857142857142857,0.980769230769231,0.909090909090909,0.956521739130435,0.848484848484849,0.888888888888889,0.842105263157895,0.767441860465116,0.92,0.883720930232558,0.923076923076923,0.870967741935484,0.962962962962963,1,0.903225806451613,0.9375,0.972222222222222
"chr21_31495001_31505000",0.917808219178082,0.88,0.886363636363636,0.936170212765957,0.973684210526316,0.89041095890411,0.953846153846154,0.93939393939394,0.974358974358974,0.878787878787879,0.80952380952381,0.936170212765957,0.93939393939394,0.942857142857143,0.945945945945946,0.945945945945946,1,0.911764705882353,0.938775510204082,0.857142857142857,0.929824561403509,0.941176470588235
"chr21_31500001_31510000",0.906976744186046,0.80952380952381,0.846153846153846,0.936170212765957,0.9,0.875,0.872727272727273,0.924528301886792,0.96551724137931,0.861111111111111,0.895833333333333,0.872727272727273,0.8875,1,1,0.975,1,0.892857142857143,0.909090909090909,0.862068965517241,0.836065573770492,0.928571428571429
"chr21_31505001_31515000",0.918918918918919,0.789473684210526,0.875,0.904761904761905,0.954545454545455,0.875,0.880952380952381,0.925925925925926,0.978260869565217,0.829268292682927,0.95,0.886363636363636,0.84,0.981132075471698,1,1,1,0.904761904761905,0.85,0.846153846153846,0.828571428571429,0.909090909090909
"chr21_31510001_31520000",0.981132075471698,0.84,0.931818181818182,0.86,0.885714285714286,0.88235294117647,0.96969696969697,0.894736842105263,0.901960784313726,0.9,0.918032786885246,0.980392156862745,0.875,0.85,0.958333333333333,1,0.962962962962963,0.906976744186046,0.941176470588235,0.80952380952381,0.844444444444444,0.886792452830189
"chr21_31515001_31525000",1,0.911764705882353,0.907692307692308,0.833333333333333,0.906976744186046,0.96551724137931,0.961538461538462,0.938775510204082,0.833333333333333,0.969230769230769,0.931818181818182,0.88135593220339,0.82,0.847457627118644,0.955882352941177,0.972222222222222,0.96078431372549,0.96551724137931,0.903225806451613,0.909090909090909,0.901960784313726,0.892857142857143
"chr21_31520001_31530000",0.968253968253968,0.891304347826087,0.854545454545454,0.935483870967742,0.972222222222222,0.967741935483871,0.91304347826087,1,0.833333333333333,0.948275862068966,0.923076923076923,0.790697674418605,0.92,0.951219512195122,0.904109589041096,0.956521739130435,0.947368421052632,0.984126984126984,0.783333333333333,0.928571428571429,0.916666666666667,0.9
"chr21_31525001_31535000",0.897959183673469,0.91304347826087,0.807692307692308,0.914285714285714,0.966666666666667,0.930232558139535,0.888888888888889,0.823529411764706,0.793103448275862,0.96969696969697,0.771428571428571,0.829268292682927,0.931818181818182,0.857142857142857,0.829787234042553,0.866666666666667,0.888888888888889,0.950819672131147,0.780487804878049,0.892857142857143,0.875,0.870967741935484
"chr21_31530001_31540000",0.909090909090909,0.979591836734694,0.936170212765957,0.833333333333333,0.964285714285714,0.895833333333333,0.88,0.877551020408163,0.951219512195122,1,0.822222222222222,0.846153846153846,0.96875,0.636363636363636,0.8125,0.903846153846154,0.941176470588235,0.864864864864865,0.888888888888889,1,0.780487804878049,0.906976744186046
"chr21_31535001_31545000",0.956521739130435,1,0.918032786885246,0.833333333333333,0.96551724137931,0.915254237288136,0.877551020408163,0.951612903225806,1,1,0.909090909090909,0.891891891891892,1,0.727272727272727,0.822222222222222,0.987951807228916,0.944444444444444,0.941176470588235,0.923076923076923,0.911764705882353,0.810810810810811,0.878787878787879
"chr21_31540001_31550000",0.878048780487805,0.954545454545455,0.911764705882353,0.931034482758621,0.966666666666667,0.931818181818182,0.868421052631579,1,0.977272727272727,1,0.875,0.884615384615385,1,0.857142857142857,0.833333333333333,0.983333333333333,0.870967741935484,0.91304347826087,0.894736842105263,0.888888888888889,0.933333333333333,0.826086956521739
"chr21_31545001_31555000",0.72972972972973,0.785714285714286,0.9,1,0.956521739130435,0.923076923076923,0.80952380952381,0.916666666666667,0.926829268292683,0.921052631578947,0.666666666666667,0.868421052631579,0.90625,0.857142857142857,0.837837837837838,0.80952380952381,0.866666666666667,0.863636363636364,0.774193548387097,0.884615384615385,0.9375,0.789473684210526
"chr21_31550001_31560000",0.708333333333333,0.578947368421053,0.574468085106383,0.517857142857143,0.647887323943662,0.522727272727273,0.555555555555556,0.35593220338983,0.863636363636364,0.886363636363636,0.692307692307692,0.666666666666667,0.339285714285714,1,0.75,0.28,0.739130434782609,0.68421052631579,0.652173913043478,0.935483870967742,0.132075471698113,0.388888888888889
"chr21_31555001_31565000",0.727272727272727,0.68421052631579,0.654545454545455,0.517241379310345,0.61764705882353,0.527272727272727,0.580645161290323,0.379310344827586,0.933333333333333,0.904761904761905,0.888888888888889,0.662921348314607,0.321428571428571,0.789473684210526,0.69047619047619,0.346153846153846,0.88235294117647,0.793103448275862,0.875,1,0.246153846153846,0.566037735849057
"chr21_31560001_31570000",0.9,0.962962962962963,0.888888888888889,0.923076923076923,0.84,0.82051282051282,0.838709677419355,0.976190476190476,0.911392405063291,0.934782608695652,0.909090909090909,0.881578947368421,0.878787878787879,0.838235294117647,0.887096774193548,0.975,0.964285714285714,1,0.925373134328358,0.941176470588235,0.88,0.911764705882353
"chr21_31565001_31575000",1,0.982758620689655,0.869565217391304,0.931034482758621,0.840909090909091,0.974358974358974,0.818181818181818,0.958333333333333,0.91304347826087,0.924528301886792,0.902777777777778,0.970588235294118,0.888888888888889,0.911764705882353,1,1,0.971428571428571,1,0.868421052631579,0.933333333333333,0.95,0.966666666666667
"chr21_31570001_31580000",0.970588235294118,1,0.96875,1,0.93939393939394,0.9375,0.842105263157895,0.956521739130435,0.951219512195122,0.902439024390244,0.859375,0.974358974358974,0.790697674418605,0.888888888888889,1,0.975,1,0.863636363636364,0.903225806451613,0.976190476190476,0.804347826086957,0.954545454545455
"chr21_31575001_31585000",0.81578947368421,0.952380952380952,0.848484848484849,0.934782608695652,0.931818181818182,0.906976744186046,0.847826086956522,0.966101694915254,0.865384615384615,0.864864864864865,0.866666666666667,0.818181818181818,0.844827586206897,0.93939393939394,0.844444444444444,0.929824561403509,1,0.833333333333333,0.977272727272727,0.9,0.7,0.878048780487805
"chr21_31580001_31590000",0.7,0.947368421052632,0.852941176470588,0.875,0.897435897435897,0.945945945945946,0.926829268292683,0.884615384615385,0.877551020408163,0.888888888888889,0.925925925925926,0.727272727272727,0.821428571428571,0.948717948717949,0.764705882352941,0.942307692307692,1,0.92,0.933333333333333,0.897435897435897,0.757575757575758,0.838709677419355
"chr21_31585001_31595000",0.883720930232558,1,0.892857142857143,0.928571428571429,0.909090909090909,0.96875,0.857142857142857,0.791666666666667,0.967741935483871,0.886363636363636,0.769230769230769,0.72,0.444444444444444,0.888888888888889,0.8,0.91304347826087,NA,1,0.931818181818182,0.926829268292683,0.852941176470588,0.85
"chr21_31590001_31600000",0.941176470588235,0.961538461538462,0.794117647058823,0.956521739130435,0.90625,1,0.869565217391304,0.911764705882353,0.96,0.870967741935484,0.86046511627907,0.833333333333333,0.981481481481482,0.909090909090909,0.9,0.84,1,0.954545454545455,0.981818181818182,0.956521739130435,0.914285714285714,0.833333333333333
"chr21_31595001_31605000",0.926829268292683,0.826086956521739,0.875,0.866666666666667,0.868421052631579,0.90625,0.923076923076923,0.854166666666667,0.923076923076923,0.906976744186046,0.974358974358974,0.816326530612245,0.855263157894737,0.822222222222222,0.863636363636364,0.888888888888889,0.8,0.6875,0.902439024390244,0.921052631578947,0.92,1
"chr21_31600001_31610000",0.827586206896552,0.862068965517241,0.911111111111111,0.868421052631579,0.888888888888889,0.764705882352941,0.952380952380952,0.823529411764706,0.88,0.868421052631579,0.956521739130435,0.708333333333333,0.763636363636364,0.833333333333333,0.866666666666667,0.794871794871795,0.846153846153846,0.611111111111111,0.827586206896552,0.80952380952381,0.944444444444444,0.782608695652174
"chr21_31605001_31615000",0.772727272727273,0.790697674418605,0.956521739130435,0.904761904761905,0.878787878787879,0.8,0.869565217391304,0.846153846153846,0.92,0.81578947368421,1,0.6,0.921052631578947,0.84375,0.823529411764706,0.814814814814815,0.676470588235294,0.625,0.857142857142857,0.67741935483871,0.861111111111111,0.647058823529412
"chr21_31610001_31620000",0.733333333333333,0.761904761904762,0.976744186046512,1,0.884615384615385,0.906976744186046,0.774193548387097,0.921052631578947,1,0.833333333333333,0.95,0.783783783783784,0.909090909090909,0.847826086956522,0.777777777777778,0.903225806451613,0.676470588235294,0.833333333333333,0.875,0.645161290322581,0.806451612903226,0.652173913043478
"chr21_31615001_31625000",0.916666666666667,0.694444444444444,0.883720930232558,0.875,0.8125,0.918918918918919,0.6,0.935483870967742,0.970588235294118,0.92,0.903225806451613,0.944444444444444,0.91304347826087,1,0.807692307692308,0.95,0.952380952380952,0.8,1,0.892857142857143,0.935483870967742,0.807692307692308
"chr21_31620001_31630000",0.947368421052632,0.826086956521739,0.877551020408163,0.923076923076923,0.931034482758621,0.814814814814815,0.804347826086957,0.869565217391304,0.93939393939394,0.88235294117647,0.92156862745098,0.902439024390244,0.963636363636364,0.9,0.849056603773585,0.892857142857143,0.907407407407407,0.615384615384615,0.972222222222222,0.916666666666667,0.96969696969697,0.878787878787879
"chr21_31625001_31635000",0.96551724137931,1,0.951219512195122,0.978723404255319,0.980392156862745,0.807692307692308,0.952380952380952,0.96969696969697,0.864864864864865,0.928571428571429,0.96,0.9,0.975609756097561,0.928571428571429,0.902439024390244,0.857142857142857,0.903846153846154,0.666666666666667,0.966666666666667,0.931818181818182,0.96,1
"chr21_31630001_31640000",0.95,0.935483870967742,1,0.970588235294118,1,0.888888888888889,1,0.941176470588235,0.75,1,1,1,0.75,0.942857142857143,0.958333333333333,0.85,0.967741935483871,0.857142857142857,0.892857142857143,0.954545454545455,0.9375,0.84
"chr21_31635001_31645000",0.953846153846154,0.818181818181818,0.904761904761905,0.928571428571429,1,0.914285714285714,1,0.894736842105263,0.904761904761905,1,0.8,0.64,0.941176470588235,0.851063829787234,0.925925925925926,0.894736842105263,0.91304347826087,0.970588235294118,0.891891891891892,0.9375,0.842105263157895,0.891891891891892
"chr21_31640001_31650000",0.963414634146341,0.877551020408163,0.916666666666667,0.972222222222222,0.944444444444444,0.967741935483871,0.96969696969697,0.951219512195122,0.945945945945946,0.9,0.852941176470588,0.702702702702703,0.933333333333333,0.914893617021277,0.931034482758621,0.88,0.91304347826087,1,0.962962962962963,0.785714285714286,0.88,0.947368421052632
"chr21_31645001_31655000",0.967741935483871,0.951219512195122,0.950819672131147,1,0.954545454545455,0.981481481481482,0.93939393939394,0.951219512195122,0.923076923076923,0.866666666666667,0.857142857142857,0.888888888888889,0.9375,0.888888888888889,0.966666666666667,0.959183673469388,1,1,0.944444444444444,0.75,1,0.9375
"chr21_31650001_31660000",1,0.72,0.878787878787879,0.508196721311475,1,0.875,0.947368421052632,0.95,0.846153846153846,0.84,0.714285714285714,0.825396825396825,0.714285714285714,0.75,0.48,0.888888888888889,0.75,0.722222222222222,0.967741935483871,0.75,0.745098039215686,0.956521739130435
"chr21_31655001_31665000",0.957446808510638,0.67741935483871,0.612903225806452,0.396551724137931,1,0.75,0.785714285714286,0.930232558139535,0.851063829787234,0.648648648648649,0.619047619047619,0.795454545454545,0.642857142857143,0.25,0.433333333333333,0.836363636363636,0.75,0.679245283018868,0.880952380952381,0.853333333333333,0.753846153846154,0.564102564102564
"chr21_31660001_31670000",0.8125,0.692307692307692,0.56,0.681818181818182,0.897959183673469,0.727272727272727,0.742857142857143,0.774193548387097,0.794117647058823,0.647058823529412,0.666666666666667,0.758620689655172,0.869565217391304,0.470588235294118,0.62962962962963,0.729166666666667,0.590909090909091,0.727272727272727,0.707317073170732,0.904761904761905,0.818181818181818,0.53125
"chr21_31665001_31675000",0.826086956521739,0.7,0.864864864864865,0.814814814814815,0.868421052631579,0.947368421052632,0.827586206896552,0.794871794871795,0.625,0.833333333333333,0.769230769230769,0.878048780487805,0.95,0.818181818181818,0.892857142857143,0.61764705882353,0.733333333333333,0.7,0.730769230769231,0.916666666666667,0.8125,0.888888888888889
"chr21_31670001_31680000",1,0.9,0.925,0.914285714285714,1,0.923076923076923,0.904761904761905,0.875,0.777777777777778,0.954545454545455,0.826086956521739,0.909090909090909,0.837209302325581,0.951219512195122,1,0.846153846153846,0.96551724137931,0.758620689655172,0.884615384615385,0.871794871794872,0.921052631578947,0.764705882352941
"chr21_31675001_31685000",1,0.92,0.961538461538462,0.863636363636364,0.961538461538462,0.771428571428571,0.928571428571429,0.8125,0.931034482758621,0.933333333333333,0.92,0.888888888888889,0.779661016949153,1,0.96,0.954545454545455,0.941176470588235,0.967741935483871,0.944444444444444,0.848484848484849,1,0.666666666666667
"chr21_31680001_31690000",0.962962962962963,0.96875,0.976744186046512,0.868421052631579,0.952380952380952,0.814814814814815,0.96551724137931,0.92,0.96,1,1,1,0.861538461538462,1,0.96969696969697,1,0.870967741935484,0.96,0.90625,0.970588235294118,1,0.9375
"chr21_31685001_31695000",0.961538461538462,0.967741935483871,0.941176470588235,0.961538461538462,1,1,1,0.961538461538462,0.91304347826087,1,0.921052631578947,1,0.923076923076923,0.96875,1,1,0.95,0.833333333333333,0.75,1,1,0.933333333333333
"chr21_31690001_31700000",1,0.933333333333333,0.935483870967742,1,1,0.928571428571429,1,0.947368421052632,0.857142857142857,0.862068965517241,0.875,1,0.916666666666667,0.947368421052632,1,0.9,0.96969696969697,1,0.666666666666667,0.961538461538462,0.91304347826087,0.88235294117647
"chr21_31695001_31705000",1,0.9,1,1,1,0.916666666666667,0.933333333333333,1,0.88235294117647,0.833333333333333,0.952380952380952,1,0.916666666666667,0.866666666666667,0.888888888888889,0.875,0.928571428571429,0.769230769230769,0.75,0.96,0.842105263157895,0.833333333333333
"chr21_31700001_31710000",1,0.888888888888889,1,1,0.954545454545455,0.96875,0.954545454545455,1,0.923076923076923,0.916666666666667,1,1,0.8,0.909090909090909,0.789473684210526,0.8,0.92,0.80952380952381,1,1,0.75,0.75
"chr21_31705001_31715000",1,1,1,1,0.916666666666667,0.91304347826087,0.833333333333333,0.93939393939394,1,0.941176470588235,0.8,1,0.727272727272727,0.941176470588235,0.91304347826087,0.6875,0.846153846153846,0.954545454545455,1,0.714285714285714,0.75,0.884615384615385
"chr21_31710001_31720000",1,0.954545454545455,0.8125,1,0.95,0.909090909090909,0.833333333333333,0.8,1,1,0.777777777777778,0.926829268292683,0.8,0.96875,1,0.852941176470588,0.92,1,1,0.878787878787879,1,1
"chr21_31715001_31725000",1,0.923076923076923,0.884615384615385,1,0.894736842105263,0.957446808510638,0.833333333333333,0.901960784313726,0.717948717948718,0.980769230769231,1,0.9,0.878787878787879,1,0.92,0.894736842105263,0.818181818181818,0.923076923076923,0.8,0.981132075471698,0.933333333333333,0.96969696969697
"chr21_31720001_31730000",0.909090909090909,0.821428571428571,0.8,1,0.938775510204082,0.971428571428571,0.717948717948718,0.916666666666667,0.761904761904762,0.933333333333333,0.92,0.88235294117647,0.84,0.863636363636364,0.888888888888889,0.816666666666667,0.842105263157895,0.9,0.866666666666667,0.794871794871795,0.857142857142857,0.967741935483871
"chr21_31725001_31735000",0.588235294117647,0.666666666666667,0.533333333333333,0.340425531914894,0.952380952380952,0.6,0.666666666666667,0.175675675675676,0.76271186440678,0.871794871794872,0.916666666666667,0.48780487804878,0.6875,0.68,0.454545454545455,0.740740740740741,0.894736842105263,0.591836734693878,0.956521739130435,0.379310344827586,0.321428571428571,0.588235294117647
"chr21_31730001_31740000",0.82051282051282,0.727272727272727,0.606060606060606,0.466666666666667,0.8125,0.478260869565217,0.695652173913043,0.27906976744186,0.777777777777778,0.837837837837838,0.954545454545455,0.553191489361702,0.533333333333333,0.909090909090909,0.292682926829268,0.88235294117647,0.8,0.5625,0.692307692307692,0.710526315789474,0.3,0.585365853658537
"chr21_31735001_31745000",0.907407407407407,0.9,0.862068965517241,0.967741935483871,0.933333333333333,0.918367346938776,0.782608695652174,0.903225806451613,0.961538461538462,0.868421052631579,0.956521739130435,0.857142857142857,0.62962962962963,1,0.944444444444444,0.92,0.829787234042553,0.846153846153846,0.675675675675676,1,0.722222222222222,0.857142857142857
